id,loan_amnt,funded_amnt,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,year,early_default,return
55988480,8000,8000,0.0818,251.36,B,B1,7 years,OWN,60000.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,982xx,WA,19.04,0,Feb-2002,720,724,0,,10,0,9272,0.602,20,0,0,0,0,0,0,2015,0,0.09707431814038747
7370634,35000,35000,0.192,1286.51,D,D3,10+ years,OWN,102000.0,Source Verified,Oct-2013,Fully Paid,debt_consolidation,785xx,TX,23.76,0,Sep-1995,685,689,2,45.0,9,0,19597,0.823,38,0,0,0,0,0,0,2013,0,0.1921168570469458
86052655,6000,6000,0.1799,216.89,D,D2,9 years,RENT,23000.0,Verified,Aug-2016,Charged Off,debt_consolidation,928xx,CA,27.14,0,Jul-2011,660,664,1,,17,0,9911,0.37,19,0,0,0,0,0,0,2016,0,-0.4959216666666666
87814386,10000,10000,0.1699,356.48,D,D1,7 years,MORTGAGE,40000.0,Source Verified,Aug-2016,Fully Paid,small_business,774xx,TX,1.5,1,Mar-2005,670,674,1,18.0,5,0,665,0.111,8,2,0,0,0,0,0,2016,0,0.3085261962291999
75250518,24000,24000,0.1999,891.81,E,E1,10+ years,RENT,103000.0,Verified,Mar-2016,Charged Off,debt_consolidation,313xx,GA,13.89,0,Sep-2003,675,679,4,49.0,9,0,2286,0.248,40,0,0,0,0,0,0,2016,1,-0.8896341666666667
1176584,25000,25000,0.09759999999999999,803.87,B,B1,1 year,RENT,90000.0,Verified,Mar-2012,Fully Paid,debt_consolidation,220xx,VA,20.73,0,Jun-2001,725,729,0,,6,0,25410,0.8440000000000001,17,0,0,0,0,0,0,2012,0,0.1057849372449562
39028357,13200,13200,0.0649,404.51,A,A2,3 years,RENT,80000.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation,065xx,CT,29.18,0,Sep-2008,710,714,0,,14,0,8569,0.816,19,0,0,0,0,0,0,2015,0,0.1028387572937122
89806888,1800,1800,0.0699,55.58,A,A2,2 years,RENT,45000.0,Source Verified,Sep-2016,Fully Paid,medical,100xx,NY,4.16,0,Oct-1999,710,714,0,,6,0,4137,0.46,15,0,0,0,0,0,0,2016,0,0.1110013952194444
27991969,12600,12600,0.07690000000000001,393.04,A,A4,3 years,OWN,28000.0,Not Verified,Oct-2014,Charged Off,credit_card,490xx,MI,15.13,0,Jun-1987,720,724,0,,6,0,9611,0.604,17,0,0,0,0,0,0,2014,0,-0.1889650793650794
7339079,19000,19000,0.0762,592.07,A,A3,2 years,RENT,90000.0,Verified,Oct-2013,Fully Paid,debt_consolidation,606xx,IL,10.18,0,Nov-1996,785,789,0,,24,0,6615,0.07400000000000001,48,0,0,0,0,0,0,2013,0,0.0655781883105
63570531,1000,1000,0.1433,34.34,C,C5,10+ years,MORTGAGE,42000.0,Verified,Nov-2015,Fully Paid,debt_consolidation,760xx,TX,8.9,0,Nov-2000,670,674,0,34.0,23,0,8745,0.902,31,0,0,0,0,0,0,2015,0,0.2353563508884
84535361,10000,10000,0.1279,335.93,C,C1,,RENT,25000.0,Not Verified,Jul-2016,Charged Off,debt_consolidation,458xx,OH,31.69,0,Dec-1989,715,719,0,,8,0,7790,0.448,11,0,0,0,0,0,0,2016,1,-0.6647810000000001
30285164,15000,15000,0.1015,485.07,B,B2,10+ years,MORTGAGE,54614.04,Not Verified,Oct-2014,Charged Off,debt_consolidation,350xx,AL,20.35,4,Nov-1999,660,664,0,6.0,8,0,6287,0.511,26,0,0,0,0,0,0,2014,0,0.06658999999999993
59132751,11000,11000,0.0818,345.62,B,B1,10+ years,OWN,105000.0,Source Verified,Sep-2015,Fully Paid,debt_consolidation,462xx,IN,24.25,0,Dec-1989,660,664,2,26.0,10,8,8683,0.459,30,0,0,0,0,0,7,2015,0,0.09458018124298184
8884588,20000,20000,0.1299,673.79,B,B4,1 year,MORTGAGE,78000.0,Verified,Nov-2013,Fully Paid,debt_consolidation,598xx,MT,20.69,0,Jul-2002,690,694,0,53.0,11,0,27594,0.752,26,0,0,0,0,0,0,2013,0,0.2093320000000001
849167,15000,15000,0.0999,483.94,B,B1,1 year,MORTGAGE,90000.0,Source Verified,Aug-2011,Fully Paid,small_business,303xx,GA,11.24,0,Sep-1994,720,724,0,68.0,7,0,32923,0.654,29,0,0,0,0,0,0,2011,0,0.1614487226232197
78218353,7025,7025,0.1367,238.98,C,C3,4 years,RENT,30000.0,Source Verified,Apr-2016,Fully Paid,debt_consolidation,980xx,WA,14.36,0,May-2003,670,674,1,52.0,17,2,14591,0.472,32,0,0,0,0,2,0,2016,0,0.211467496671345
8385184,14400,14400,0.151,499.89,C,C2,10+ years,MORTGAGE,68000.0,Verified,Nov-2013,Charged Off,debt_consolidation,337xx,FL,29.79,0,Oct-1998,660,664,1,,9,0,18056,0.898,27,0,0,0,0,0,0,2013,0,-0.3438111111111112
73598689,9600,9600,0.0532,289.11,A,A1,10+ years,MORTGAGE,115000.0,Source Verified,Mar-2016,Fully Paid,debt_consolidation,911xx,CA,16.89,0,May-2002,715,719,0,,6,0,186909,0.963,39,0,0,0,0,0,0,2016,0,0.08342394747497917
17343349,7000,7000,0.1299,235.83,C,C1,< 1 year,OWN,30000.0,Not Verified,Jun-2014,Charged Off,credit_card,331xx,FL,17.8,0,May-1996,680,684,2,,9,1,7824,0.29,14,0,0,0,0,1,0,2014,0,-0.1240600000000001
95212687,13200,13200,0.1049,428.98,B,B2,3 years,MORTGAGE,120000.0,Not Verified,Dec-2016,Fully Paid,other,600xx,IL,15.21,1,Apr-2001,700,704,2,17.0,8,0,3629,0.223,20,0,0,0,0,0,0,2016,0,0.07745353674742428
7444943,4600,4600,0.202,171.43,D,D5,5 years,OWN,26000.0,Not Verified,Sep-2013,Fully Paid,other,782xx,TX,7.43,0,Jul-1997,665,669,1,,6,1,3288,0.6709999999999999,14,0,0,0,0,1,0,2013,0,0.3402304347147391
56101494,8000,8000,0.0789,250.29,A,A5,< 1 year,RENT,90000.0,Source Verified,Aug-2015,Fully Paid,credit_card,068xx,CT,10.88,1,May-2008,680,684,1,20.0,12,0,7847,0.362,16,0,0,0,0,0,0,2015,0,0.09893811954451248
93135169,20000,20000,0.1899,733.02,D,D3,4 years,OWN,95000.0,Source Verified,Nov-2016,Fully Paid,major_purchase,912xx,CA,6.15,1,Jun-2012,675,679,0,19.0,7,0,10404,0.479,13,0,0,0,0,0,0,2016,0,0.0007174999999999265
59453312,13600,13600,0.1099,445.19,B,B4,10+ years,MORTGAGE,75000.0,Source Verified,Sep-2015,Fully Paid,debt_consolidation,535xx,WI,16.64,0,Dec-1997,690,694,1,48.0,13,0,18486,0.537,31,0,0,0,0,0,0,2015,0,0.101449264748978
11635418,6250,6250,0.1997,232.18,D,D5,1 year,RENT,20000.0,Source Verified,Feb-2014,Fully Paid,debt_consolidation,446xx,OH,34.15,0,Oct-2003,670,674,0,60.0,10,0,5274,0.502,19,0,0,0,0,0,0,2014,0,0.3373323845815999
95666578,15000,15000,0.1144,494.22,B,B4,6 years,RENT,127249.0,Verified,Dec-2016,Fully Paid,credit_card,774xx,TX,11.02,0,Apr-2005,665,669,0,28.0,8,0,11431,0.8220000000000001,17,0,0,0,0,0,0,2016,0,0.1706249104832667
91506141,20000,20000,0.1149,659.43,B,B5,2 years,MORTGAGE,95000.0,Verified,Oct-2016,Fully Paid,debt_consolidation,752xx,TX,13.61,0,Sep-1987,670,674,1,44.0,8,0,24539,0.6,28,0,0,0,0,0,0,2016,0,0.1487024731277551
6318571,14000,14000,0.1368,476.32,C,C1,2 years,RENT,93000.0,Not Verified,Jul-2013,Fully Paid,debt_consolidation,370xx,TN,13.1,3,Jan-1997,670,674,0,8.0,9,0,14744,0.847,33,0,0,0,0,0,0,2013,0,0.2248032989724
31187186,25000,25000,0.1335,846.57,C,C2,,MORTGAGE,54439.0,Verified,Oct-2014,Fully Paid,credit_card,550xx,MN,26.79,0,Sep-2002,690,694,0,,5,0,54770,0.963,13,0,0,0,0,0,0,2014,0,0.2175767601865959
54100424,8500,8500,0.1153,280.42,B,B5,10+ years,MORTGAGE,75000.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,475xx,IN,9.5,1,Apr-2002,690,694,2,11.0,10,0,448,0.014,57,0,0,1,0,0,0,2015,0,0.02228941176470567
59112129,12000,12000,0.1399,410.08,C,C4,,MORTGAGE,52000.0,Verified,Sep-2015,Charged Off,debt_consolidation,283xx,NC,28.99,1,Jun-1995,665,669,0,6.0,11,0,23497,0.914,28,0,0,0,0,0,0,2015,0,0.1352758333333333
15701523,7000,7000,0.0967,224.79,B,B1,2 years,MORTGAGE,25000.0,Source Verified,May-2014,Fully Paid,debt_consolidation,610xx,IL,27.03,0,Feb-2002,710,714,0,30.0,15,0,8360,0.68,40,0,0,0,0,0,0,2014,0,0.14771
94217283,3025,3025,0.1499,104.85,C,C4,9 years,MORTGAGE,30000.0,Verified,Dec-2016,Fully Paid,other,300xx,GA,30.4,0,Aug-1989,665,669,0,39.0,5,0,17839,0.73,6,0,0,0,0,0,0,2016,0,0.2418242053118347
51366192,12000,12000,0.0689,369.93,A,A3,10+ years,OWN,132000.0,Source Verified,Jun-2015,Fully Paid,credit_card,605xx,CA,18.59,1,Aug-2003,730,734,0,6.0,25,0,15894,0.167,50,0,0,0,0,0,0,2015,0,0.04045999999999994
5065345,6000,6000,0.1016,194.06,B,B1,3 years,MORTGAGE,90000.0,Not Verified,Jun-2013,Fully Paid,home_improvement,801xx,CO,18.45,2,Jan-1998,710,714,2,9.0,19,0,27052,0.334,36,0,0,0,0,0,0,2013,0,0.16431916778775
11454821,18000,18000,0.0967,578.03,B,B1,7 years,MORTGAGE,90000.0,Source Verified,Jan-2014,Fully Paid,debt_consolidation,941xx,CA,4.96,0,Jan-1990,725,729,2,,7,0,13239,0.731,20,0,0,0,0,0,0,2014,0,0.09684833365205536
73915415,20000,20000,0.1147,659.24,B,B5,< 1 year,MORTGAGE,144000.0,Source Verified,Mar-2016,Fully Paid,debt_consolidation,750xx,TX,5.87,0,Sep-1983,665,669,0,,9,4,11755,0.494,14,0,0,0,0,1,3,2016,0,0.17644969390475
81427825,8000,8000,0.1149,263.78,B,B5,10+ years,RENT,75000.0,Verified,Jun-2016,Fully Paid,debt_consolidation,801xx,CO,8.78,0,Aug-2003,660,664,4,,7,1,2259,0.452,31,0,0,0,0,1,0,2016,0,0.1375359864612375
55159535,20000,20000,0.1153,659.81,B,B5,10+ years,MORTGAGE,70000.0,Verified,Jul-2015,Charged Off,credit_card,921xx,CA,38.13,0,Dec-1997,685,689,0,78.0,23,0,39071,0.69,30,0,0,0,0,0,0,2015,1,-0.637745
1118146,18000,18000,0.1427,617.57,C,C2,10+ years,RENT,60000.0,Not Verified,Feb-2012,Fully Paid,debt_consolidation,226xx,VA,9.9,0,Oct-1998,700,704,2,,5,0,18203,0.795,15,0,0,0,0,0,0,2012,0,0.04596274980416659
68212889,4800,4800,0.1344,162.76,C,C3,,MORTGAGE,31200.0,Verified,Dec-2015,Fully Paid,other,285xx,NC,25.5,0,May-1989,660,664,1,,8,1,24120,0.422,19,0,0,0,0,0,1,2015,0,0.0004854166666665716
79014894,15000,15000,0.0975,482.25,B,B3,2 years,MORTGAGE,65000.0,Source Verified,May-2016,Fully Paid,credit_card,121xx,NY,10.07,0,Jan-2003,670,674,2,28.0,18,0,17207,0.277,42,0,0,0,0,0,0,2016,0,0.1290662778020666
1559438,20000,20000,0.2149,758.55,E,E3,10+ years,RENT,75000.0,Verified,Dec-2012,Fully Paid,debt_consolidation,606xx,IL,21.62,0,Apr-1998,670,674,2,73.0,9,0,31600,0.943,27,0,0,0,0,0,0,2012,0,0.3653710201961151
63525957,9200,9200,0.0789,287.83,A,A5,10+ years,MORTGAGE,35900.0,Verified,Oct-2015,Fully Paid,home_improvement,824xx,WY,33.1,0,Jun-1997,800,804,0,,7,0,367,0.023,16,0,0,0,0,0,0,2015,0,0.06842717391304354
33410517,12000,12000,0.1335,406.36,C,C2,9 years,OWN,49000.0,Verified,Nov-2014,Fully Paid,credit_card,535xx,WI,37.86,0,Feb-1999,685,689,1,,9,0,31471,0.7070000000000001,23,0,0,0,0,0,0,2014,0,0.1466125
43349484,6000,6000,0.1465,206.97,C,C5,10+ years,OWN,53000.0,Verified,Apr-2015,Charged Off,debt_consolidation,199xx,DE,19.11,0,Aug-2003,665,669,1,,14,0,6720,0.53,17,0,0,0,0,0,0,2015,0,-0.5508233333333333
75059588,30000,30000,0.1147,988.86,B,B5,10+ years,MORTGAGE,70000.0,Source Verified,Mar-2016,Fully Paid,credit_card,492xx,MI,21.4,1,May-2002,665,669,1,16.0,20,0,32037,0.542,39,0,0,0,0,0,0,2016,0,0.1859835768599667
74645098,5000,5000,0.1825,181.39,D,D3,< 1 year,RENT,35000.0,Verified,Mar-2016,Fully Paid,debt_consolidation,270xx,NC,30.73,0,Sep-2005,670,674,1,38.0,14,0,7117,0.635,29,0,0,0,0,0,0,2016,0,0.3071392678721401
1138233,10000,10000,0.0662,307.04,A,A2,2 years,RENT,30000.0,Not Verified,Feb-2012,Fully Paid,small_business,928xx,CA,21.45,0,Aug-2003,735,739,0,,11,0,7355,0.623,21,0,0,0,0,0,0,2012,0,0.1053309999998602
93402275,10000,10000,0.0799,313.32,A,A5,10+ years,MORTGAGE,90000.0,Not Verified,Nov-2016,Fully Paid,home_improvement,727xx,AR,10.48,0,Nov-1992,715,719,1,,6,3,6105,0.33,15,0,0,0,0,1,2,2016,0,0.0643546214969799
5345427,8000,8000,0.1212,266.18,B,B3,10+ years,RENT,25000.0,Not Verified,May-2013,Fully Paid,debt_consolidation,130xx,NY,9.65,0,Aug-1988,660,664,0,51.0,13,0,5954,0.541,33,0,0,0,0,0,0,2013,0,0.09051540803692504
88845339,6000,6000,0.1049,194.99,B,B3,3 years,MORTGAGE,42000.0,Verified,Sep-2016,Charged Off,credit_card,718xx,AR,33.02,0,Jul-1994,665,669,1,32.0,18,0,15293,0.49,34,0,0,0,0,0,0,2016,0,-0.2340933333333334
60884609,3500,3500,0.0818,109.97,B,B1,2 years,RENT,29120.0,Not Verified,Oct-2015,Charged Off,credit_card,769xx,TX,29.51,0,Jun-2007,750,754,0,,9,0,3239,0.131,21,0,0,0,0,0,0,2015,0,-0.3368028571428573
87976878,15000,15000,0.1049,487.47,B,B3,2 years,OWN,80000.0,Not Verified,Aug-2016,Charged Off,debt_consolidation,112xx,NY,17.45,0,Dec-2004,765,769,0,,13,0,807,0.067,25,0,0,0,0,0,0,2016,0,-0.05665600000000004
84384661,4500,4500,0.1349,152.69,C,C2,,RENT,15912.0,Verified,Jul-2016,Fully Paid,credit_card,321xx,FL,26.09,0,Jun-2005,695,699,1,,6,0,7253,0.7559999999999999,9,0,0,0,0,0,0,2016,0,0.2207420058797778
1865521,6400,6400,0.0603,194.79,A,A1,10+ years,MORTGAGE,75000.0,Verified,Nov-2012,Fully Paid,debt_consolidation,481xx,MI,7.11,0,May-1993,825,829,0,,9,0,11160,0.178,17,0,0,0,0,0,0,2012,0,0.04076400936548441
84507070,12000,12000,0.08990000000000001,381.55,B,B1,7 years,RENT,60000.0,Not Verified,Jul-2016,Fully Paid,debt_consolidation,331xx,FL,9.36,0,Jan-2010,675,679,1,25.0,14,0,9579,0.323,16,0,0,0,0,0,0,2016,0,0.1346673379331
73558649,11500,11500,0.2075,431.79,E,E2,,MORTGAGE,36000.0,Verified,Mar-2016,Charged Off,credit_card,370xx,TN,22.3,0,Jan-2007,670,674,0,,11,0,34874,0.805,17,0,0,0,0,0,0,2016,1,-0.5868373913043479
15480147,6000,6000,0.1249,200.7,B,B4,8 years,RENT,28800.0,Source Verified,May-2014,Fully Paid,debt_consolidation,787xx,TX,32.92,0,Jun-1971,680,684,1,,8,0,6133,0.595,28,0,0,0,0,0,0,2014,0,0.144755
74502799,12000,12000,0.0532,361.38,A,A1,2 years,MORTGAGE,150000.0,Not Verified,Mar-2016,Fully Paid,credit_card,951xx,CA,21.58,0,May-1995,755,759,0,,19,0,37202,0.426,46,0,0,0,0,0,0,2016,0,0.08389165649688324
65757458,26050,26050,0.1655,922.93,D,D2,10+ years,MORTGAGE,56677.2,Not Verified,Nov-2015,Fully Paid,debt_consolidation,860xx,AZ,26.64,0,Nov-2000,700,704,0,33.0,6,0,23977,0.963,21,0,0,0,0,0,0,2015,0,0.1985283372341919
19816648,10000,10000,0.0603,304.36,A,A1,5 years,MORTGAGE,44000.0,Source Verified,Jul-2014,Fully Paid,debt_consolidation,273xx,NC,18.88,0,Oct-2000,805,809,0,,7,0,8324,0.315,22,0,0,0,0,0,0,2014,0,0.09320018833442001
43287495,4000,4000,0.1229,133.42,C,C1,3 years,MORTGAGE,30000.0,Not Verified,Mar-2015,Fully Paid,debt_consolidation,577xx,SD,28.68,2,Oct-2001,690,694,0,7.0,6,0,2757,0.278,28,0,0,0,0,0,0,2015,0,0.1262675
27490706,24000,24000,0.1099,785.62,B,B3,7 years,RENT,120000.0,Verified,Sep-2014,Fully Paid,other,232xx,VA,8.3,0,Sep-2003,685,689,1,,17,0,55221,0.578,32,0,0,0,0,0,0,2014,0,0.07086750000000008
71906824,10000,10000,0.1531,348.18,C,C5,,OWN,40000.0,Verified,Feb-2016,Charged Off,home_improvement,219xx,MD,11.04,0,Apr-1999,665,669,0,48.0,11,0,7499,0.833,18,0,0,0,0,0,0,2016,0,-0.4794310000000001
46446307,10800,10800,0.0789,337.89,A,A5,6 years,RENT,60000.0,Verified,Apr-2015,Fully Paid,debt_consolidation,117xx,NY,27.78,0,Dec-2003,705,709,0,,24,0,24928,0.691,28,0,0,0,0,0,0,2015,0,0.1258431780250926
91537412,5000,5000,0.1139,164.62,B,B3,,RENT,30000.0,Verified,Oct-2016,Fully Paid,debt_consolidation,104xx,NY,15.36,0,Sep-2002,685,689,1,52.0,11,1,6691,0.164,12,0,0,0,0,0,1,2016,0,0.09071002952327989
6157941,10000,10000,0.1064,325.69,B,B2,10+ years,OWN,30000.0,Not Verified,Jul-2013,Fully Paid,debt_consolidation,498xx,MI,18.0,0,Aug-1988,695,699,1,,13,1,7187,0.492,30,0,0,0,0,1,0,2013,0,0.152698
67798477,13575,13575,0.1699,483.92,D,D3,3 years,RENT,57000.0,Verified,Dec-2015,Fully Paid,credit_card,080xx,NJ,16.06,0,Jan-2009,685,689,3,,15,0,13098,0.627,18,0,0,0,0,0,0,2015,0,0.2452777558519998
65675872,8000,8000,0.1259,267.98,C,C2,4 years,RENT,35000.0,Verified,Nov-2015,Charged Off,debt_consolidation,891xx,NV,21.54,0,Dec-2007,725,729,1,,7,0,3801,0.233,16,0,0,0,0,0,0,2015,1,-0.76656625
6518000,29100,29100,0.1825,1055.69,D,D2,10+ years,OWN,65000.0,Verified,Aug-2013,Fully Paid,debt_consolidation,111xx,NY,22.34,0,Aug-1994,665,669,1,,23,0,37638,0.626,41,0,0,0,0,0,0,2013,0,0.2427999991985224
1834634,12000,12000,0.1629,423.61,C,C4,5 years,OTHER,37000.0,Not Verified,Nov-2012,Fully Paid,credit_card,756xx,TX,11.38,0,Nov-1998,680,684,1,,6,0,11151,0.929,20,0,0,0,0,0,0,2012,0,0.247013333160425
12575690,4850,4850,0.1757,174.3,D,D2,2 years,RENT,65000.0,Source Verified,Mar-2014,Fully Paid,other,956xx,CA,11.58,0,Dec-2000,665,669,0,,9,3,3623,0.647,37,0,0,0,0,1,2,2014,0,0.2636041238943712
34963586,15000,15000,0.1239,501.02,C,C1,1 year,RENT,130000.0,Not Verified,Nov-2014,Fully Paid,credit_card,331xx,FL,8.16,0,Jul-2005,685,689,0,,7,0,14113,0.65,10,0,0,0,0,0,0,2014,0,0.2010520934581399
78569771,8000,8000,0.1075,260.97,B,B4,4 years,RENT,43000.0,Source Verified,May-2016,Fully Paid,major_purchase,923xx,CA,16.26,0,Dec-2009,715,719,1,,6,0,9534,0.64,6,0,0,0,0,0,0,2016,0,0.150910367934725
5764001,4375,4375,0.1972,161.97,D,D5,9 years,RENT,35000.0,Not Verified,Jul-2013,Fully Paid,other,442xx,OH,8.2,0,Jul-1999,690,694,0,,5,0,6483,0.487,8,0,0,0,0,0,0,2013,0,0.3327504017456457
41011713,6600,6600,0.0668,202.83,A,A3,10+ years,MORTGAGE,85000.0,Not Verified,Feb-2015,Charged Off,debt_consolidation,080xx,NJ,22.0,0,Jul-1990,725,729,0,52.0,10,0,17168,0.7040000000000001,21,0,0,0,0,0,0,2015,0,-0.4160530303030303
54628310,4800,4800,0.1333,162.5,C,C3,8 years,RENT,45000.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,983xx,WA,20.85,1,Aug-1993,690,694,0,14.0,14,0,3923,0.396,28,1,0,0,0,0,0,2015,0,0.2129539593701248
9856048,12000,12000,0.08900000000000001,381.04,A,A5,8 years,MORTGAGE,78000.0,Not Verified,Dec-2013,Fully Paid,credit_card,970xx,OR,11.42,0,Dec-1998,715,719,0,,9,0,10136,0.463,17,0,0,0,0,0,0,2013,0,0.1295466658238833
90406423,14000,14000,0.0949,448.4,B,B2,6 years,MORTGAGE,50000.0,Source Verified,Sep-2016,Fully Paid,credit_card,483xx,MI,22.37,0,Mar-2002,670,674,0,47.0,9,5,7583,0.758,15,0,0,0,0,0,4,2016,0,0.09846662826192865
44016758,35000,35000,0.0789,1095.0,A,A5,4 years,MORTGAGE,138880.0,Verified,Apr-2015,Fully Paid,debt_consolidation,606xx,IL,22.44,0,Jul-1997,790,794,0,,11,0,18841,0.397,24,0,0,0,0,0,0,2015,0,0.12715972512864
68364654,5500,5500,0.0649,168.55,A,A2,,MORTGAGE,45500.0,Not Verified,Jan-2016,Fully Paid,credit_card,301xx,GA,5.86,0,Dec-1986,680,684,0,,11,1,5509,0.235,25,0,0,0,0,1,0,2016,0,0.1028366165803636
39689187,5000,5000,0.0819,157.13,A,A5,10+ years,MORTGAGE,52000.0,Not Verified,Jan-2015,Fully Paid,home_improvement,183xx,PA,7.32,0,Sep-1991,745,749,0,51.0,14,0,2013,0.102,33,0,0,0,0,0,0,2015,0,0.0871760000036601
5624693,10000,10000,0.1212,332.72,B,B3,10+ years,MORTGAGE,87000.0,Not Verified,Jun-2013,Fully Paid,home_improvement,956xx,CA,2.74,0,May-1995,750,754,3,,10,0,8884,0.252,20,0,0,0,0,0,0,2013,0,0.01299304766745002
60577155,6000,6000,0.1153,197.95,B,B5,4 years,RENT,48000.0,Verified,Sep-2015,Fully Paid,debt_consolidation,088xx,NJ,26.29,0,Nov-2010,685,689,1,,8,0,4061,0.461,11,0,0,0,0,0,0,2015,0,0.1735993136695
75869804,28000,28000,0.1446,963.25,C,C4,2 years,MORTGAGE,114500.0,Not Verified,Apr-2016,Fully Paid,debt_consolidation,808xx,CO,10.0,0,Feb-2002,710,714,3,39.0,15,0,7404,0.177,32,1,0,0,0,0,0,2016,0,0.05853928571428568
498575,25000,25000,0.1099,818.38,B,B4,10+ years,MORTGAGE,132000.0,Not Verified,Apr-2010,Fully Paid,major_purchase,773xx,TX,9.17,1,Mar-1990,745,749,1,13.0,16,0,79234,0.038,54,0,0,0,0,0,0,2010,0,0.113803683153116
46527679,9100,9100,0.0593,276.56,A,A1,3 years,OWN,58500.0,Not Verified,Apr-2015,Fully Paid,credit_card,253xx,WV,10.26,0,Aug-2003,665,669,0,,13,0,20181,0.627,22,0,0,0,0,0,0,2015,0,0.0902301494537252
6636814,8000,8000,0.1305,269.75,B,B5,1 year,RENT,100000.0,Not Verified,Aug-2013,Fully Paid,credit_card,021xx,MA,10.88,3,Aug-1998,670,674,0,11.0,17,0,6660,0.469,43,0,0,0,0,0,0,2013,0,0.2138439255425251
91533495,8500,8500,0.1399,290.47,C,C3,1 year,RENT,44500.0,Source Verified,Oct-2016,Fully Paid,debt_consolidation,221xx,VA,23.22,0,Jul-2003,675,679,0,74.0,8,0,4735,0.7170000000000001,14,0,0,0,0,0,0,2016,0,0.2294407680269763
46614895,15000,15000,0.0789,469.29,A,A5,10+ years,OWN,84000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,330xx,FL,23.97,0,Mar-1986,705,709,0,,10,0,41932,0.596,22,0,0,0,0,0,0,2015,0,0.1254049714200933
55827430,24000,24000,0.1229,800.48,C,C1,10+ years,MORTGAGE,100000.0,Not Verified,Jul-2015,Charged Off,debt_consolidation,402xx,KY,20.34,2,May-1984,680,684,2,7.0,28,0,18331,0.5379999999999999,58,0,0,1,0,0,0,2015,0,-0.4988204166666667
91394653,15900,15900,0.2274,613.34,E,E1,1 year,MORTGAGE,100000.0,Verified,Oct-2016,Fully Paid,credit_card,737xx,OK,27.12,0,Jun-2003,705,709,0,,15,0,10318,0.78,35,0,0,0,0,0,0,2016,0,0.1668078386108114
93147910,6000,6000,0.1349,203.59,C,C2,4 years,RENT,50150.0,Verified,Dec-2016,Fully Paid,debt_consolidation,945xx,CA,30.75,0,Jun-2008,660,664,0,37.0,4,0,6000,1.0,13,0,0,0,0,0,0,2016,0,0.2252093868486833
73579570,2100,2100,0.1531,73.12,C,C5,10+ years,MORTGAGE,79200.0,Verified,Mar-2016,Fully Paid,home_improvement,553xx,MN,18.55,0,Jan-2003,665,669,3,81.0,24,1,6075,0.174,48,0,0,0,0,1,0,2016,0,0.1015571428613333
76413599,6200,6200,0.1147,204.37,B,B5,< 1 year,RENT,30000.0,Source Verified,Apr-2016,Fully Paid,credit_card,130xx,NY,25.52,0,Nov-1997,720,724,3,,14,0,6942,0.323,32,0,0,0,0,0,0,2016,0,0.1232209218930644
92513710,8400,8400,0.1149,276.96,B,B5,2 years,MORTGAGE,70000.0,Verified,Nov-2016,Fully Paid,debt_consolidation,705xx,LA,18.41,1,Sep-2002,665,669,0,15.0,8,0,4638,0.7859999999999999,15,0,0,0,0,0,0,2016,0,0.07475408018259522
12469297,16000,16000,0.1199,531.36,B,B3,4 years,MORTGAGE,100000.0,Source Verified,Mar-2014,Fully Paid,home_improvement,923xx,CA,13.69,0,Sep-2007,700,704,0,,7,0,12822,0.89,10,0,0,0,0,0,0,2014,0,0.1963091191000188
94360193,15000,15000,0.0799,469.98,A,A5,10+ years,MORTGAGE,66000.0,Not Verified,Dec-2016,Fully Paid,debt_consolidation,554xx,MN,15.15,0,Aug-1986,715,719,0,,15,0,32191,0.42,23,0,0,0,0,0,0,2016,0,0.1234022604295468
71175844,5300,5300,0.1446,182.33,C,C4,1 year,RENT,13300.0,Verified,Feb-2016,Fully Paid,debt_consolidation,958xx,CA,15.97,0,Aug-2007,695,699,0,,5,0,4623,0.7340000000000001,6,0,0,0,0,0,0,2016,0,0.2280917365129433
95072530,10000,10000,0.1149,329.72,B,B5,9 years,OWN,45000.0,Not Verified,Dec-2016,Fully Paid,debt_consolidation,450xx,OH,25.14,0,Jul-2000,690,694,0,45.0,21,0,17799,0.414,36,0,0,0,0,0,0,2016,0,0.06439080929166985
42453741,5000,5000,0.1099,163.67,B,B4,< 1 year,MORTGAGE,36000.0,Verified,Mar-2015,Fully Paid,debt_consolidation,070xx,NJ,13.7,0,Oct-2003,665,669,0,,5,0,13693,0.992,5,0,0,0,0,0,0,2015,0,0.1772012231569999
55071591,3000,3000,0.1269,100.64,C,C2,8 years,MORTGAGE,93812.0,Verified,Jul-2015,Charged Off,debt_consolidation,210xx,MD,19.36,0,Mar-1985,670,674,0,31.0,19,0,45843,0.943,38,0,0,0,0,0,0,2015,1,-0.6945733333333333
